phase,cell,scenario,row_id,key_name,metric,unit,n,median,p95,mean,min,max
dataset,P10,size,75,all,pg_column_size_dataset,bytes,1,14004.0,14004.0,14004.0,14004.0,14004.0
dataset,P10,size,75,all,raw_jsonb_text_bytes,bytes,1,185615.0,185615.0,185615.0,185615.0,185615.0
dataset,P10,size,100,all,pg_column_size_dataset,bytes,1,247091.0,247091.0,247091.0,247091.0,247091.0
dataset,P10,size,100,all,raw_jsonb_text_bytes,bytes,1,3300046.0,3300046.0,3300046.0,3300046.0,3300046.0
read,F0,R_key1,1,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,1,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key1,1,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,1,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,1,key1,latency_ms,ms,3,0.003,0.00327,0.0030888888888888667,0.0029666666666666,0.0033
read,F0,R_key1,10,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,10,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key1,10,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,10,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,10,key1,latency_ms,ms,3,0.0041,0.00419,0.0040222222222222005,0.0037666666666666,0.0042
read,F0,R_key1,25,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,25,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key1,25,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,25,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,25,key1,latency_ms,ms,3,0.0032,0.00325999999999994,0.0032222222222222006,0.0032,0.0032666666666666
read,F0,R_key1,50,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,50,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key1,50,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,50,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,50,key1,latency_ms,ms,3,0.0075,0.0075899999999999995,0.0075111111111111,0.0074333333333333,0.0076
read,F0,R_key1,60,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,60,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F0,R_key1,60,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,60,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,60,key1,latency_ms,ms,3,0.0076,0.008889999999999969,0.008066666666666633,0.0075666666666666,0.0090333333333333
read,F0,R_key1,75,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,75,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F0,R_key1,75,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,75,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,75,key1,latency_ms,ms,3,0.0076,0.01266999999999997,0.009455555555555533,0.0075333333333333,0.0132333333333333
read,F0,R_key1,100,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,100,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F0,R_key1,100,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,100,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key1,100,key1,latency_ms,ms,3,0.0078999999999999,0.01188999999999996,0.009277777777777734,0.0076,0.0123333333333333
read,F0,R_key3,1,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,1,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key3,1,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,1,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,1,key3,latency_ms,ms,3,0.0031333333333333,0.00598333333333333,0.0040999999999999665,0.0028666666666666,0.0063
read,F0,R_key3,10,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,10,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key3,10,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,10,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,10,key3,latency_ms,ms,3,0.0028333333333333,0.0029233333333333,0.0028444444444444,0.0027666666666666,0.0029333333333333
read,F0,R_key3,25,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,25,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key3,25,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,25,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,25,key3,latency_ms,ms,3,0.0033,0.0033,0.0032777777777777666,0.0032333333333333,0.0033
read,F0,R_key3,50,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,50,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F0,R_key3,50,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,50,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,50,key3,latency_ms,ms,3,0.0075,0.00795,0.007666666666666666,0.0075,0.008
read,F0,R_key3,60,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,60,key3,buffers_shared_hit,blocks,3,221.0,221.0,221.0,221.0,221.0
read,F0,R_key3,60,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,60,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,60,key3,latency_ms,ms,3,0.0406,0.04096,0.03985555555555553,0.0379666666666666,0.041
read,F0,R_key3,75,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,75,key3,buffers_shared_hit,blocks,3,281.0,281.0,281.0,281.0,281.0
read,F0,R_key3,75,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,75,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,75,key3,latency_ms,ms,3,0.1041666666666666,0.10461666666666661,0.10402222222222217,0.1032333333333333,0.1046666666666666
read,F0,R_key3,100,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,100,key3,buffers_shared_hit,blocks,3,1151.0,1151.0,1151.0,1151.0,1151.0
read,F0,R_key3,100,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,100,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F0,R_key3,100,key3,latency_ms,ms,3,1.6582333333333332,1.6619833333333334,1.6589777777777777,1.6563,1.6624
read,F1,R_key1,1,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,1,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key1,1,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,1,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,1,key1,latency_ms,ms,3,0.0028666666666666,0.0037666666666665996,0.003188888888888833,0.0028333333333333,0.0038666666666666
read,F1,R_key1,10,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,10,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key1,10,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,10,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,10,key1,latency_ms,ms,3,0.0028666666666666,0.00292666666666663,0.0028666666666666333,0.0028,0.0029333333333333
read,F1,R_key1,25,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,25,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key1,25,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,25,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,25,key1,latency_ms,ms,3,0.0033,0.00344999999999994,0.0033333333333332997,0.0032333333333333,0.0034666666666666
read,F1,R_key1,50,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,50,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key1,50,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,50,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,50,key1,latency_ms,ms,3,0.0075666666666666,0.008856666666666659,0.0080333333333333,0.0075333333333333,0.009
read,F1,R_key1,60,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,60,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F1,R_key1,60,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,60,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,60,key1,latency_ms,ms,3,0.0078666666666666,0.00954666666666663,0.0083444444444444,0.0074333333333333,0.0097333333333333
read,F1,R_key1,75,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,75,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F1,R_key1,75,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,75,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,75,key1,latency_ms,ms,3,0.0086666666666666,0.008726666666666629,0.008299999999999967,0.0075,0.0087333333333333
read,F1,R_key1,100,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,100,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F1,R_key1,100,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,100,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key1,100,key1,latency_ms,ms,3,0.0078333333333333,0.007953333333333269,0.007822222222222166,0.0076666666666666,0.0079666666666666
read,F1,R_key3,1,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,1,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key3,1,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,1,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,1,key3,latency_ms,ms,3,0.0029,0.00538999999999994,0.0038222222222222004,0.0029,0.0056666666666666
read,F1,R_key3,10,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,10,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key3,10,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,10,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,10,key3,latency_ms,ms,3,0.0028333333333333,0.00307333333333333,0.002899999999999967,0.0027666666666666,0.0031
read,F1,R_key3,25,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,25,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key3,25,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,25,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,25,key3,latency_ms,ms,3,0.0032333333333333,0.00326333333333327,0.0032333333333333,0.0032,0.0032666666666666
read,F1,R_key3,50,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,50,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,F1,R_key3,50,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,50,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,50,key3,latency_ms,ms,3,0.0078,0.00884999999999994,0.008099999999999967,0.0075333333333333,0.0089666666666666
read,F1,R_key3,60,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,60,key3,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F1,R_key3,60,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,60,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,60,key3,latency_ms,ms,3,0.0073666666666666,0.00748666666666666,0.007411111111111067,0.0073666666666666,0.0075
read,F1,R_key3,75,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,75,key3,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F1,R_key3,75,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,75,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,75,key3,latency_ms,ms,3,0.0081,0.01112999999999994,0.009088888888888867,0.0077,0.0114666666666666
read,F1,R_key3,100,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,100,key3,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,F1,R_key3,100,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,100,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,F1,R_key3,100,key3,latency_ms,ms,3,0.0075,0.00764999999999994,0.0075444444444444,0.0074666666666666,0.0076666666666666
read,J00,R_key1,1,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,1,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key1,1,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,1,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,1,key1,latency_ms,ms,3,0.0032,0.004309999999999969,0.0035666666666666334,0.0030666666666666,0.0044333333333333
read,J00,R_key1,10,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,10,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key1,10,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,10,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,10,key1,latency_ms,ms,3,0.0028666666666666,0.00292666666666663,0.002877777777777733,0.0028333333333333,0.0029333333333333
read,J00,R_key1,25,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,25,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key1,25,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,25,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,25,key1,latency_ms,ms,3,0.0039666666666666,0.00408666666666666,0.003988888888888867,0.0039,0.0041
read,J00,R_key1,50,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,50,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key1,50,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,50,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,50,key1,latency_ms,ms,3,0.0085,0.009789999999999969,0.008966666666666633,0.0084666666666666,0.0099333333333333
read,J00,R_key1,60,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,60,key1,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J00,R_key1,60,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,60,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,60,key1,latency_ms,ms,3,0.0166,0.01804,0.017033333333333334,0.0163,0.0182
read,J00,R_key1,75,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,75,key1,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J00,R_key1,75,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,75,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,75,key1,latency_ms,ms,3,0.0134333333333333,0.04394333333333329,0.0246444444444444,0.0131666666666666,0.0473333333333333
read,J00,R_key1,100,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,100,key1,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J00,R_key1,100,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,100,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key1,100,key1,latency_ms,ms,3,0.0216,0.02306999999999997,0.021011111111111102,0.0182,0.0232333333333333
read,J00,R_key3,1,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,1,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key3,1,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,1,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,1,key3,latency_ms,ms,3,0.0029666666666666,0.0031466666666665997,0.0029777777777777333,0.0028,0.0031666666666666
read,J00,R_key3,10,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,10,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key3,10,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,10,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,10,key3,latency_ms,ms,3,0.0035666666666666,0.00368666666666666,0.0035888888888888667,0.0035,0.0037
read,J00,R_key3,25,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,25,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key3,25,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,25,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,25,key3,latency_ms,ms,3,0.0039333333333333,0.00477333333333327,0.0041555555555555,0.0036666666666666,0.0048666666666666
read,J00,R_key3,50,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,50,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J00,R_key3,50,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,50,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,50,key3,latency_ms,ms,3,0.0088333333333333,0.01048333333333327,0.0093555555555555,0.0085666666666666,0.0106666666666666
read,J00,R_key3,60,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,60,key3,buffers_shared_hit,blocks,3,327.0,327.0,327.0,327.0,327.0
read,J00,R_key3,60,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,60,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,60,key3,latency_ms,ms,3,0.0215333333333333,0.0220733333333333,0.02069999999999997,0.0184333333333333,0.0221333333333333
read,J00,R_key3,75,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,75,key3,buffers_shared_hit,blocks,3,327.0,327.0,327.0,327.0,327.0
read,J00,R_key3,75,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,75,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,75,key3,latency_ms,ms,3,0.0179666666666666,0.02684666666666663,0.0206444444444444,0.0161333333333333,0.0278333333333333
read,J00,R_key3,100,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,100,key3,buffers_shared_hit,blocks,3,327.0,327.0,327.0,327.0,327.0
read,J00,R_key3,100,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,100,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J00,R_key3,100,key3,latency_ms,ms,3,0.0279666666666666,0.03114666666666666,0.026811111111111063,0.0209666666666666,0.0315
read,J10,R_key1,1,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,1,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key1,1,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,1,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,1,key1,latency_ms,ms,3,0.0036,0.004050000000000001,0.0036777777777777672,0.0033333333333333,0.0041
read,J10,R_key1,10,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,10,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key1,10,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,10,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,10,key1,latency_ms,ms,3,0.0035333333333333,0.00356333333333327,0.003377777777777733,0.0030333333333333,0.0035666666666666
read,J10,R_key1,25,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,25,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key1,25,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,25,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,25,key1,latency_ms,ms,3,0.0052,0.00862,0.005933333333333332,0.0036,0.009
read,J10,R_key1,50,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,50,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key1,50,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,50,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,50,key1,latency_ms,ms,3,0.0103,0.01152999999999994,0.010577777777777733,0.0097666666666666,0.0116666666666666
read,J10,R_key1,60,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,60,key1,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J10,R_key1,60,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,60,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,60,key1,latency_ms,ms,3,0.0142333333333333,0.015493333333333302,0.014622222222222201,0.014,0.0156333333333333
read,J10,R_key1,75,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,75,key1,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J10,R_key1,75,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,75,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,75,key1,latency_ms,ms,3,0.0143666666666666,0.014906666666666601,0.014388888888888833,0.0138333333333333,0.0149666666666666
read,J10,R_key1,100,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,100,key1,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J10,R_key1,100,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,100,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key1,100,key1,latency_ms,ms,3,0.0142333333333333,0.01510333333333333,0.014477777777777765,0.014,0.0152
read,J10,R_key3,1,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,1,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key3,1,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,1,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,1,key3,latency_ms,ms,3,0.003,0.00311999999999997,0.0030111111111111,0.0029,0.0031333333333333
read,J10,R_key3,10,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,10,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key3,10,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,10,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
