phase,cell,scenario,row_id,key_name,metric,unit,n,median,p95,mean,min,max
read,J10,R_key3,10,key3,latency_ms,ms,3,0.0052333333333333,0.0070333333333332995,0.005233333333333301,0.0032333333333333,0.0072333333333333
read,J10,R_key3,25,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,25,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key3,25,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,25,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,25,key3,latency_ms,ms,3,0.0038,0.00425,0.0038555555555555335,0.0034666666666666,0.0043
read,J10,R_key3,50,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,50,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,J10,R_key3,50,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,50,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,50,key3,latency_ms,ms,3,0.0084666666666666,0.00966666666666666,0.008666666666666633,0.0077333333333333,0.0098
read,J10,R_key3,60,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,60,key3,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J10,R_key3,60,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,60,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,60,key3,latency_ms,ms,3,0.0146666666666666,0.01514666666666666,0.0142444444444444,0.0128666666666666,0.0152
read,J10,R_key3,75,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,75,key3,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J10,R_key3,75,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,75,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,75,key3,latency_ms,ms,3,0.0149333333333333,0.01634333333333333,0.0152222222222222,0.0142333333333333,0.0165
read,J10,R_key3,100,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,100,key3,buffers_shared_hit,blocks,3,237.0,237.0,237.0,237.0,237.0
read,J10,R_key3,100,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,100,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,J10,R_key3,100,key3,latency_ms,ms,3,0.0139333333333333,0.01453333333333333,0.013922222222222199,0.0132333333333333,0.0146
read,P00,R_key1,1,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,1,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key1,1,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,1,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,1,key1,latency_ms,ms,3,0.0029333333333333,0.0030233333333332998,0.002955555555555533,0.0029,0.0030333333333333
read,P00,R_key1,10,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,10,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key1,10,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,10,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,10,key1,latency_ms,ms,3,0.0028,0.0037899999999999995,0.003155555555555533,0.0027666666666666,0.0039
read,P00,R_key1,25,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,25,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key1,25,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,25,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,25,key1,latency_ms,ms,3,0.0032666666666666,0.0035366666666666,0.0033444444444444,0.0032,0.0035666666666666
read,P00,R_key1,50,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,50,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key1,50,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,50,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,50,key1,latency_ms,ms,3,0.0075333333333333,0.00786333333333324,0.007633333333333266,0.0074666666666666,0.0078999999999999
read,P00,R_key1,60,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,60,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P00,R_key1,60,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,60,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,60,key1,latency_ms,ms,3,0.0076666666666666,0.00781666666666663,0.007711111111111067,0.0076333333333333,0.0078333333333333
read,P00,R_key1,75,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,75,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P00,R_key1,75,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,75,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,75,key1,latency_ms,ms,3,0.0079333333333333,0.0086533333333333,0.008066666666666633,0.0075333333333333,0.0087333333333333
read,P00,R_key1,100,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,100,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P00,R_key1,100,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,100,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key1,100,key1,latency_ms,ms,3,0.0087333333333333,0.008823333333333301,0.008399999999999967,0.0076333333333333,0.0088333333333333
read,P00,R_key3,1,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,1,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key3,1,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,1,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,1,key3,latency_ms,ms,3,0.0028333333333333,0.00307333333333333,0.0029111111111111,0.0028,0.0031
read,P00,R_key3,10,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,10,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key3,10,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,10,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,10,key3,latency_ms,ms,3,0.0027666666666666,0.00282666666666663,0.0027888888888888334,0.0027666666666666,0.0028333333333333
read,P00,R_key3,25,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,25,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key3,25,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,25,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,25,key3,latency_ms,ms,3,0.0032333333333333,0.00326333333333327,0.0032333333333333,0.0032,0.0032666666666666
read,P00,R_key3,50,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,50,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P00,R_key3,50,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,50,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,50,key3,latency_ms,ms,3,0.0075333333333333,0.0075933333333333295,0.0075444444444444335,0.0075,0.0076
read,P00,R_key3,60,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,60,key3,buffers_shared_hit,blocks,3,221.0,221.0,221.0,221.0,221.0
read,P00,R_key3,60,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,60,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,60,key3,latency_ms,ms,3,0.0377333333333333,0.041183333333333266,0.0389666666666666,0.0375999999999999,0.0415666666666666
read,P00,R_key3,75,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,75,key3,buffers_shared_hit,blocks,3,281.0,281.0,281.0,281.0,281.0
read,P00,R_key3,75,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,75,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,75,key3,latency_ms,ms,3,0.1023333333333333,0.10299333333333327,0.10176666666666663,0.0999,0.1030666666666666
read,P00,R_key3,100,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,100,key3,buffers_shared_hit,blocks,3,1151.0,1151.0,1151.0,1151.0,1151.0
read,P00,R_key3,100,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,100,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P00,R_key3,100,key3,latency_ms,ms,3,1.7598333333333334,1.7788233333333332,1.7563333333333333,1.7282333333333333,1.7809333333333333
read,P10,R_key1,1,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,1,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key1,1,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,1,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,1,key1,latency_ms,ms,3,0.0030666666666666,0.00507666666666666,0.0037333333333333003,0.0028333333333333,0.0053
read,P10,R_key1,10,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,10,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key1,10,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,10,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,10,key1,latency_ms,ms,3,0.0028,0.00285999999999994,0.0028111111111110663,0.0027666666666666,0.0028666666666666
read,P10,R_key1,25,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,25,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key1,25,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,25,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,25,key1,latency_ms,ms,3,0.0043666666666666,0.009856666666666599,0.006044444444444401,0.0033,0.0104666666666666
read,P10,R_key1,50,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,50,key1,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key1,50,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,50,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,50,key1,latency_ms,ms,3,0.0077333333333333,0.010463333333333269,0.008688888888888835,0.0075666666666666,0.0107666666666666
read,P10,R_key1,60,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,60,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P10,R_key1,60,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,60,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,60,key1,latency_ms,ms,3,0.0075333333333333,0.00864333333333327,0.0079333333333333,0.0075,0.0087666666666666
read,P10,R_key1,75,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,75,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P10,R_key1,75,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,75,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,75,key1,latency_ms,ms,3,0.0076333333333333,0.007963333333333331,0.0077222222222222,0.0075333333333333,0.008
read,P10,R_key1,100,key1,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,100,key1,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P10,R_key1,100,key1,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,100,key1,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key1,100,key1,latency_ms,ms,3,0.0079333333333333,0.00808333333333333,0.007866666666666633,0.0075666666666666,0.0081
read,P10,R_key3,1,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,1,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key3,1,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,1,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,1,key3,latency_ms,ms,3,0.0028,0.00321999999999994,0.0029444444444444,0.0027666666666666,0.0032666666666666
read,P10,R_key3,10,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,10,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key3,10,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,10,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,10,key3,latency_ms,ms,3,0.0028666666666666,0.00388666666666666,0.0032222222222221997,0.0028,0.004
read,P10,R_key3,25,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,25,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key3,25,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,25,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,25,key3,latency_ms,ms,3,0.0032666666666666,0.00356666666666666,0.0033666666666666337,0.0032333333333333,0.0036
read,P10,R_key3,50,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,50,key3,buffers_shared_hit,blocks,3,18.0,18.0,18.0,18.0,18.0
read,P10,R_key3,50,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,50,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,50,key3,latency_ms,ms,3,0.0078,0.00785999999999994,0.0077666666666666336,0.0076333333333333,0.0078666666666666
read,P10,R_key3,60,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,60,key3,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P10,R_key3,60,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,60,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,60,key3,latency_ms,ms,3,0.0078333333333333,0.00825333333333333,0.007855555555555534,0.0074333333333333,0.0083
read,P10,R_key3,75,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,75,key3,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P10,R_key3,75,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,75,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,75,key3,latency_ms,ms,3,0.0095666666666666,0.01184666666666666,0.0097333333333333,0.0075333333333333,0.0121
read,P10,R_key3,100,key3,buffers_shared_dirtied,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,100,key3,buffers_shared_hit,blocks,3,131.0,131.0,131.0,131.0,131.0
read,P10,R_key3,100,key3,buffers_shared_read,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,100,key3,buffers_shared_written,blocks,3,0.0,0.0,0.0,0.0,0.0
read,P10,R_key3,100,key3,latency_ms,ms,3,0.0079333333333333,0.0079333333333333,0.007855555555555532,0.0077,0.0079333333333333
